Family,Genus,CommonName,Species,Species (ITIS),TrophicGuild,Refs,Fruit,Leaves,Flowers,Seeds,Animal,Gums,Nectar,Other,Region,Country,Data_type,Study_duration_months,N_groups,Mean_individuals,Comments,
Cercopithecidae,Presbytis,Natuna_Islands_Langur,Presbytis_natunae,Presbytis_natunae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Presbytis,Mentawai_Langur,Presbytis_potenziani,Presbytis_potenziani,Folivore_frugivore,1087,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Highly frugivorous for a colobine, although the proportion of the diet that is fruit and seeds appears to vary with habitat. In one study in a prpimary forest habitat, fruit made up only 32% of the diet, while in a second study in secondary forest fruit and seeds contributed 70% of the diet. Leaves can still make up a significant portion of the dit 22-55%. They also eats flowers, sap, bark, and fungi and it si one of the few primates that can eat leaves of the dipterocarp tree family",
Cercopithecidae,Presbytis,Maroon_Langur,Presbytis_rubicunda,Presbytis_rubicunda,Folivore_frugivore,953,19.2,37.6,11.1,30.1,NI,NI,NI,2,Sepilok Virgin Jungle Reserve,Malaysia,Feeding time (%),12,1,6,NI,
Cercopithecidae,Presbytis,Sabah_Grizzled_Langur,Presbytis_sabana,Presbytis_sabana,Folivore_frugivore,123,18.8,59.4,0.2,21.3,NI,NI,NI,0.3,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Presbytis,Pale_thighed_Langur,Presbytis_siamensis,Presbytis_siamensis,Folivore_frugivore,957,NI,NI,NI,NI,NI,NI,NI,NI,Krau Game Reserve,Malaysia,NI,25,4,NI,NI,
Cercopithecidae,Presbytis,Siberut_Langur,Presbytis_siberu,Presbytis_siberu,Folivore_frugivore,1087,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Has not been studied but it is probably highly frugivorous for a colobine, but also highly folivorous.",
Cercopithecidae,Presbytis,Black_Sumatran_Langur,Presbytis_sumatrana,Presbytis_sumatrana,Folivore_frugivore,1087,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Young leaves, unripe fruits, flowers, mature leaves and seeds",
Cercopithecidae,Presbytis,Thomas_s_Langur,Presbytis_thomasi,Presbytis_thomasi,Folivore_frugivore,960,36.1,44.2,3.6,,6.4,NI,NI,9.7,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Procolobus,Olive_Colobus,Procolobus_verus,Procolobus_verus,Folivore,886,9,80,4,7,NI,NI,NI,NI,Taï National Park,Côte d’Ivoire,Feeding time (%),24,2,5,NI,
Lemuridae,Prolemur,Greater_Bamboo_Lemur,Prolemur_simus,Prolemur_simus,Folivore,964,NI,NI,NI,NI,NI,NI,NI,NI,Kianjavato,Madagascar,NI,1,1,7,NI,
Indriidae,Propithecus,Silky_Sifaka,Propithecus_candidus,Propithecus_candidus,Folivore_frugivore,966,34,52.03,1.81,10.9,NI,NI,NI,1.36,Marojejy National Park,Madagascar,NI,3,NI,NI,NI,
Indriidae,Propithecus,Coquerel_s_Sifaka,Propithecus_coquereli,Propithecus_coquereli,Folivore_frugivore,969,"27,5-42,5",41-54,"6,3-10,8",NI,NI,NI,NI,NI,Ampijoroa,Madagascar,Feeding time (%),15,4,,NI,
Indriidae,Propithecus,Crowned_Sifaka,Propithecus_coronatus,Propithecus_coronatus,Folivore,970,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Indriidae,Propithecus,Decken_s_Sifaka,Propithecus_deckenii,Propithecus_deckenii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Indriidae,Propithecus,Diademed_Sifaka,Propithecus_diadema,Propithecus_diadema,Folivore_frugivore,972,23.85,53,9.1,7.25,NI,NI,NI,6.8,Tsinjoarivo,Madagascar,Feeding time (%),12,4,5.375,NI,
Indriidae,Propithecus,Milne_Edwards_s_Sifaka,Propithecus_edwardsi,Propithecus_edwardsi,Folivore_frugivore,974,40,56,3,NI,1,NI,NI,NI,Ranomafana National Park,Madagascar,Feeding records (%),12,7,15,NI,
Indriidae,Propithecus,Perrier_s_Sifaka,Propithecus_perrieri,Propithecus_perrieri,Folivore_frugivore,1214,17.5,50,27.2,0.75,NI,NI,NI,4.55,Analamera Special Reserve,Madagascar,Feeding records (%),3,2,3.5,NI,
Indriidae,Propithecus,Tattersall_s_Sifaka,Propithecus_tattersalli,Propithecus_tattersalli,Folivore_frugivore,977,mar-14,30-48,oct-18,30-42,NI,NI,NI,NI,NI,Madagascar,NI,NI,3,NI,NI,
Indriidae,Propithecus,Verreaux_s_Sifaka,Propithecus_verreauxi,Propithecus_verreauxi,Folivore_frugivore,981,29.33,56.33,9.66,4.66,NI,NI,NI,NI,Berenty,Madagascar,Feeding time & ingested matter,6,NI,NI,NI,
Cercopithecidae,Pygathrix,Grey_shanked_Douc,Pygathrix_cinerea,Pygathrix_cinerea,Folivore,984,NI,NI,NI,NI,NI,NI,NI,NI,"Tien Phouc, Quang Nam",Vietnam,NI,NI,NI,NI,NI,
Cercopithecidae,Pygathrix,Red_shanked_Douc,Pygathrix_nemaeus,Pygathrix_nemaeus,Folivore,985,14,82,4,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Pygathrix,Black_shanked_Douc,Pygathrix_nigripes,Pygathrix_nigripes,Folivore_frugivore,987,29,54,14,NI,NI,NI,NI,3,Nui Chua National Park,Vietnam,NI,NI,NI,NI,NI,
Cercopithecidae,Rhinopithecus,Tonkin_Snub_nosed_Monkey,Rhinopithecus_avunculus,Rhinopithecus_avunculus,Folivore_frugivore,988,10.17,52.53,10.17,8.47,NI,NI,NI,18.66,NI,Vietnam,NI,NI,NI,NI,NI,
Cercopithecidae,Rhinopithecus,Yunnan_Snub_nosed_Monkey,Rhinopithecus_bieti,Rhinopithecus_bieti,Folivore,991,NI,91,NI,NI,NI,NI,NI,9,"Tacheng, Yunnan",China,Feeding time (%),25,1,360,time spent in feeding on bamboo leaves and shoots at the lower layer of forest are not represented,
Cercopithecidae,Rhinopithecus,Guizhou_Snub_nosed_Monkey,Rhinopithecus_brelichi,Rhinopithecus_brelichi,Folivore,994,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Rhinopithecus,Golden_Snub_nosed_Monkey,Rhinopithecus_roxellana,Rhinopithecus_roxellana,Folivore,997,14.57,80.86,1.13,NI,NI,NI,NI,3.45,Shennongjia Nature Reserve,China,Feeding records (%),14,1,120-140,"This species is primarily a lichen eater, with lichens (Usneaceae) accounting for 43.28% of feeding records",
Cercopithecidae,Rhinopithecus,Stryker_s_Snub_nosed_Monkey,Rhinopithecus_strykeri,Rhinopithecus_strykeri,Folivore,1126,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,Eats bamboo shots,
Cercopithecidae,Rungwecebus,Kipunji,Rungwecebus_kipunji,Rungwecebus_kipunji,Omnivore,1001,27,34,9,NI,NI,NI,NI,30,Kitulo National Park,Tanzania,Feeding records (%),45,34,,NI,
Callitrichidae,Saguinus,Pied_Tamarin,Saguinus_bicolor,Saguinus_bicolor,Frugivore,1004,96.1,NI,0.9,NI,NI,3,NI,NI,Manaus,Brazil,Feeding records (%),11,1,06-sep,NI,
Callitrichidae,Saguinus,Geoffroy_s_Tamarin,Saguinus_geoffroyi,Saguinus_geoffroyi,Omnivore,1006,38.4,NI,NI,NI,40,14.4,NI,7.2,Pacific Coast,Panama,Feeding records (%),8,NI,NI,NI,
Callitrichidae,Saguinus,Emperor_Tamarin,Saguinus_imperator,Saguinus_imperator,Omnivore,718,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Callitrichidae,Saguinus,Mottled_face_Tamarin,Saguinus_inustus,Saguinus_inustus,Frugivore,1008,100,NI,NI,NI,NI,NI,NI,NI,Río Caquetá,Colombia,Feeding records (%),4,1,5,NI,
Callitrichidae,Saguinus,Red_bellied_Tamarin,Saguinus_labiatus,Saguinus_labiatus,Omnivore,1010,58,NI,NI,NI,11,8,15,8,NI,Bolivia,NI,NI,NI,NI,NI,
Callitrichidae,Saguinus,White_footed_Tamarin,Saguinus_leucopus,Saguinus_leucopus,Frugivore,1011,94.76,NI,2.05,NI,NI,NI,NI,3.19,Mariquita,Colombia,Feeding time (%),6,2,8,NI,One group each species
Callitrichidae,Saguinus,Martin_s_Bare_faced_Tamarin,Saguinus_martinsi,Saguinus_martinsi,Frugivore,198,NI,NI,NI,NI,NI,NI,NI,NI,Tapajós National Forest & Saracá-Taquera National Forest,Brazil,,17,NI,NI,NI,
Callitrichidae,Saguinus,Midas_Tamarin,Saguinus_midas,Saguinus_midas,Omnivore,1013,47.1,NI,NI,NI,50.2,NI,NI,2.7,French Guiana,Guiana,Stomach content,12,NI,43,NI,
Callitrichidae,Saguinus,Mustached_Tamarin,Saguinus_mystax,Saguinus_mystax,Omnivore,714,42.3,NI,NI,NI,40.4,2.2,5.6,9.3,Rio Blanco Field Site,Peru,Feeding & foraging time,7,1,NI,NI,
Callitrichidae,Saguinus,Western_Black_handed_Tamarin,Saguinus_niger,Saguinus_niger,Frugivore,1016,87.5,NI,NI,NI,9.4,3.1,NI,NI,Pará,Brazil,Feeding & foraging time,6,1,5,NI,
Callitrichidae,Saguinus,Cotton_top_Tamarin,Saguinus_oedipus,Saguinus_oedipus,Omnivore,1017,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Callitrichidae,Saguinus,Eastern_Black_handed_Tamarin,Saguinus_ursulus,Saguinus_ursulus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cebidae,Saimiri,Black_capped_Squirrel_Monkey,Saimiri_boliviensis,Saimiri_boliviensis,Omnivore,718,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cebidae,Saimiri,Humboldt_s_Squirrel_Monkey,Saimiri_cassiquiarensis,Saimiri_cassiquiarensis,Omnivore,1021,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,Principally fruits and insects,
Cebidae,Saimiri,Collins'_Squirrel_Monkey,NA,Saimiri_collinsi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cebidae,Saimiri,Ecuadorian_Squirrel_Monkey,Saimiri_macrodon,Saimiri_macrodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cebidae,Saimiri,Central_American_Squirrel_Monkey,Saimiri_oerstedii,Saimiri_oerstedii,Omnivore,1023,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cebidae,Saimiri,Guianan_Squirrel_Monkey,Saimiri_sciureus,Saimiri_sciureus,Insectivore,2106,NI,NI,NI,NI,79,NI,NI,NI,Ananim,Brazil,Feeding & foraging time,12,2,47,NI,
Cebidae,Saimiri,Guianan_Squirrel_Monkey,Saimiri_sciureus,Saimiri_sciureus,Frugivore,919,92.6,0,7.4,NI,NI,NI,NI,NI,Raleighvallen-Voltzberg NIture Reserve,Surinam,Feeding time (%),12,NI,NI,They did not consider animal prey,
Cebidae,Saimiri,Golden_backed_Squirrel_Monkey,Saimiri_ustus,Saimiri_ustus,Omnivore,198,NI,NI,NI,NI,NI,NI,NI,NI,Tapajós National Forest & Saracá-Taquera National Forest,Brazil,,17,2,16.5,NI,
Cebidae,Saimiri,Black_headed_Squirrel_Monkey,Saimiri_vanzolinii,Saimiri_vanzolinii,Omnivore,131,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cebidae,Sapajus,Guianan_Brown_Capuchin,Sapajus_apella,Sapajus_apella,Omnivore,1030,50.9,3.5,3.5,3.5,38.6,NI,NI,NI,Isla de Margarita,Venezuela,Feeding records (%),7,8,4.5,NI,
Cebidae,Sapajus,Hooded_Capuchin,Sapajus_cay,Sapajus_cay,Omnivore,1032,63.82,7.31,0.4,NI,18.08,NI,6.91,3.48,Parque Estadual Matas do Segredo,Brazil,Feeding records (%),8,1,20,Also insects and small vertebrates,
Cebidae,Sapajus,Blond_Capuchin,Sapajus_flavius,Sapajus_flavius,Omnivore,1033,53,5.3,3.6,1.1,21,NI,NI,16,Estação Experimental de Camaratuba & Reserva do Patrimônio Natural Engenho Gargaú,Brazil,Feeding records (%),20,4,47.5,NI,
Cebidae,Sapajus,Bearded_Capuchin,Sapajus_libidinosus,Sapajus_libidinosus,Omnivore,1034,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cebidae,Sapajus,Large_headed_Capuchin,Sapajus_macrocephalus,Sapajus_macrocephalus,Omnivore,1036,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Largely consists of fruit and insects but also seeds, pith, leaves, stems, flowers, nectar, millipedes, spiders, snails, frogs, lizards, nestlings and bird eggs. Fruits comprise 99% of the plant part of the diet in the wet season, but only 66% in the dry season",
Cebidae,Sapajus,Black_horned_Capuchin,Sapajus_nigritus,Sapajus_nigritus,Omnivore,1037,42,20,NI,NI,31,NI,3,4,Carlos Botelho State Park,Brazil,Feeding time (%),12,1,abr-13,NI,
Cebidae,Sapajus,Crested_Capuchin,Sapajus_robustus,Sapajus_robustus,Frugivore,134,72.6,NI,NI,9,4.1,NI,NI,14.3,Reserva NItural Vale,Brazil,Feeding records (%),10,1,dic-23,NI,
Cebidae,Sapajus,Yellow_breasted_Capuchin,Sapajus_xanthosternos,Sapajus_xanthosternos,Omnivore,1042,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Fruits, flowers, leaves of bromeliads, palm hearts and small animal prey, including insects, birds (and bird eggs), lizards and small mammals. They feed also on cultivated exotic species such as oil palm, jackfuit, and cacao.",
Galagidae,Sciurocheirus,Bioko_Squirrel_Galago,Sciurocheirus_alleni,Sciurocheirus_alleni,Frugivore,1043,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Galagidae,Sciurocheirus,Cross_River_Squirrel_Galago,Sciurocheirus_cameronensis,NA,Frugivore,1170,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Frugivore, eating mainly fuirts and gums, supplemented with young leaves and certain types of wood. Some invertebrates and frogs are aso eaten. It is frequently seen in banana trees where it selects the ripest fruits.",
Galagidae,Sciurocheirus,Cross_River_Squirrel_Galago,Sciurocheirus_cameronensis,Sciurocheirus_cameronensis,Insectivore,879,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Galagidae,Sciurocheirus,Gabon_Squirrel_Galago,Sciurocheirus_gabonensis,Sciurocheirus_gabonensis,Frugivore,422,73,NI,NI,NI,25,NI,NI,2,NI,NI,NI,NI,NI,NI,NI,
Galagidae,Sciurocheirus,Makandé_squirrel_galago,Sciurocheirus_makandensis,Sciurocheirus_makandensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Semnopithecus,Chamba_Sacred_Langur,Semnopithecus_ajax,Semnopithecus_ajax,Folivore_frugivore,1127,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,Presumably similar in its diet and feeding habits to the other Himalayan species (S. schitaceus o S. hector),
Cercopithecidae,Semnopithecus,Bengal_Sacred_Langur,Semnopithecus_entellus,Semnopithecus_entellus,Folivore_frugivore,1127,NI,39,9,22,NI,NI,NI,30,NI,NI,NI,NI,NI,NI,"39% leaves, 24% seeds and fruits, 9% flowers, 11% buds and bark, and 3% other items including insects",
Cercopithecidae,Semnopithecus,Terai_Sacred_Langur,Semnopithecus_hector,Semnopithecus_hector,Folivore,1127,15,64,6,NI,10,NI,NI,5,NI,NI,Feeding time (%),NI,NI,NI,"Eat flowers and flower buds, unripe and ripe fruit, seeds, buds, young and mature leaves, petioles, pith, bark, wood, gum, insects and soil",
Cercopithecidae,Semnopithecus,Malabar_Sacred_Langur,Semnopithecus_hypoleucos,Semnopithecus_hypoleucos,Folivore,1127,29,58,7,NI,NI,NI,NI,6,Dharwar,India,Feeding time (%),NI,NI,NI,"Folivorous, but when leaves are scarce, they eat flowers, buds, bark and fruit",
Cercopithecidae,Semnopithecus,Nilgiri_Langur,Semnopithecus_johnii,Semnopithecus_johnii,Folivore_frugivore,201,32.1,54.2,6.3,32.1,NI,NI,NI,NI,Wuliangshan,China,Feeding time (%),36,1,81-90,Fruits and seeds evaluated together,
Cercopithecidae,Semnopithecus,Tufted_Gray_Langur,Semnopithecus_priam,Semnopithecus_priam,Folivore_frugivore,1048,45,48,7,NI,NI,NI,NI,NI,NI,NI,Feeding time (%),NI,NI,NI,"48% of their feeding time eating leaves and shoots (less than 50% of this on mature leaves), 45% fruits and seeds (generally mature and fleshy fruits), and 7% flowers. They also ate termite clay",
Cercopithecidae,Semnopithecus,Nepal_Sacred_Langur,Semnopithecus_schistaceus,Semnopithecus_schistaceus,Folivore_frugivore,1049,15-25,52-61,abr-13,NI,"0,4-3",NI,NI,NI,Kanha and Ramangar,Bangladesh,Feeding records (%),12,4,NI,NI,
Cercopithecidae,Semnopithecus,Purple_faced_Langur,Semnopithecus_vetulus,Semnopithecus_vetulus,Folivore_frugivore,1127,50,24.5-35,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Two groups living around villages in home ranges that had small groves of trees, plantations and gardens had diets that contained a little more than 50% fruit, principally jackfruit, 16.5-22% young leaves and 8-13% mature leaves and leaf stems.",
Cercopithecidae,Semnopithecus,Purple_faced_Langur,Semnopithecus_vetulus,Semnopithecus_vetulus,Folivore,1127,NI,91,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"A brief study indicated that it was more dependent on young leaves and shoots, with a diet of 75% young leaves, 16% coriaceus leaves and 10% flowers and fruits. ",
Cercopithecidae,Simias,Pig_tailed_Langur,Simias_concolor,Simias_concolor,Folivore,1053,NI,NI,NI,NI,NI,NI,NI,NI,Pagai Islands,Indonesia,,2,1,02-jun,NI,
Hylobatidae,Symphalangus,Siamang,Symphalangus_syndactylus,Symphalangus_syndactylus,Folivore_frugivore,1055,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Tarsiidae,Tarsius,Dian_s_Tarsier,Tarsius_dentatus,Tarsius_dentatus,Insectivore,1058,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Tarsiidae,Tarsius,Makassar_Tarsier,Tarsius_fuscus,Tarsius_fuscus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Tarsiidae,Tarsius,Lariang_Tarsier,Tarsius_lariang,Tarsius_lariang,Insectivore,1059,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Tarsiidae,Tarsius,Peleng_Tarsier,Tarsius_pelengensis,Tarsius_pelengensis,Insectivore,1130,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Presumed to eat mainly moths and crickets, along with small vertebrates such as frogs and lizards",
Tarsiidae,Tarsius,Sulawesi_Mountain_Tarsier,Tarsius_pumilus,Tarsius_pumilus,Insectivore,1130,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,Eats live animal prey such as insects and lizards,
Tarsiidae,Tarsius,Great_Sangihe_Tarsier,Tarsius_sangirensis,Tarsius_sangirensis,Insectivore,1130,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,Mainly large arthropods and small vertebrates such as lizards,
Tarsiidae,Tarsius,Gursky's_Spectral_Tarsier ,NA,Tarsius_spectrumgurskyae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Tarsiidae,Tarsius,Jatna's_Tarsier,NA,Tarsius_supriatnai,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Tarsiidae,Tarsius,Selayar_Tarsier,Tarsius_tarsier,Tarsius_tarsier,Insectivore,202,NI,NI,NI,NI,10000%,NI,NI,NI,Tangkoko-Dua Saudara NIture Reserve,Indonesia,Feeding records (%),NI,NI,13,NI,
Tarsiidae,Tarsius,Siau_Island_Tarsier,Tarsius_tumpara,Tarsius_tumpara,Insectivore,1130,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,Large arthropods along with some small vertebrates such as lizards,
Tarsiidae,Tarsius,Wallace_s_Tarsier,Tarsius_wallacei,Tarsius_wallacei,Insectivore,1130,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,"Animal prey, mainly insects",
Cercopithecidae,Theropithecus,Gelada,Theropithecus_gelada,Theropithecus_gelada,Folivore,1066,,94.6,,,2.8,,,2.6,Guassa Plateau,Ethiopia,Feeding records (%),15,1,220,NI,
Cercopithecidae,Trachypithecus,East_Javan_Langur,Trachypithecus_auratus,Trachypithecus_auratus,Folivore,1068,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Tenasserim_Langur,Trachypithecus_barbei,Trachypithecus_barbei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Trachypithecus,Indochinese_Gray_Langur,Trachypithecus_crepusculus,Trachypithecus_crepusculus,Folivore_frugivore,203,15.1,62.4,6.3,NI,NI,NI,NI,4.9,Siwalik mountains,India,Feeding records (%),12,1,20-26,NI,
Cercopithecidae,Trachypithecus,Indochinese_Gray_Langur,Trachypithecus_crepusculus,Trachypithecus_crepusculus,Folivore_frugivore,204,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Indochinese_Gray_Langur,Trachypithecus_crepusculus,Trachypithecus_crepusculus,Folivore,1071,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Silvered_Langur,Trachypithecus_cristatus,Trachypithecus_cristatus,Folivore,1074,NI,NI,NI,NI,NI,NI,NI,NI,Kuala Selangor,Malaysia,Feeding records (%),8,6,28,NI,
Cercopithecidae,Trachypithecus,Delacour_s_Langur,Trachypithecus_delacouri,Trachypithecus_delacouri,Folivore,1076,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Black_Langur,Trachypithecus_ebenus,Trachypithecus_ebenus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,
Cercopithecidae,Trachypithecus,Francois_s_Langur,Trachypithecus_francoisi,Trachypithecus_francoisi,Folivore,1079,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Golden_Langur,Trachypithecus_geei,Trachypithecus_geei,Folivore,1080,21,44,6,5,NI,NI,NI,11,Assam,India,NI,12,2,7.5,"Also bark, lichens and buds",
Cercopithecidae,Trachypithecus,Germain_s_Langur,Trachypithecus_germaini,Trachypithecus_germaini,Folivore,1081,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Hatinh_Langur,Trachypithecus_hatinhensis,Trachypithecus_hatinhensis,Folivore,1083,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Laos_Langur,Trachypithecus_laotum,Trachypithecus_laotum,Folivore,205,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,White_headed_Langur,Trachypithecus_leucocephalus,Trachypithecus_leucocephalus,Folivore,1085,6.8,87.9,2.4,0.9,NI,NI,NI,NI,Fusui,China,Feeding records (%),13,12,NI,NI,
Cercopithecidae,Trachypithecus,Annamese_Langur,Trachypithecus_margarita,Trachypithecus_margarita,Folivore,206,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,West_Javan_Langur,Trachypithecus_mauritius,Trachypithecus_mauritius,Folivore,1088,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,16,NI,NI,NI,
Cercopithecidae,Trachypithecus,Dusky_Langur,Trachypithecus_obscurus,Trachypithecus_obscurus,Folivore,1089,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Phayre_s_Langur,Trachypithecus_phayrei,Trachypithecus_phayrei,Folivore,1092,NI,NI,NI,NI,NI,NI,NI,NI,Bay of Bengal,India,NI,NI,1,8.8,NI,
Cercopithecidae,Trachypithecus,Capped_Langur,Trachypithecus_pileatus,Trachypithecus_pileatus,Folivore,1093,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Cat_Ba_Langur,Trachypithecus_poliocephalus,Trachypithecus_poliocephalus,Folivore,1094,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Selangor_Silvery_Langur,Trachypithecus_selangorensis,Trachypithecus_selangorensis,Folivore,1095,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Cercopithecidae,Trachypithecus,Shortridge_s_Langur,Trachypithecus_shortridgei,Trachypithecus_shortridgei,Folivore,207,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lemuridae,Varecia,Red_Ruffed_Lemur,Varecia_rubra,Varecia_rubra,Frugivore,51,80,10,10,NI,NI,NI,NI,NI,Masoala Peninsula,Madagascar,Feeding time (%),15,1,18-31,NI,
Lemuridae,Varecia,Black_and_white_Ruffed_Lemur,Varecia_variegata,Varecia_variegata,Frugivore,1098,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
Lemuridae,Varecia,Black_and_white_Ruffed_Lemur,Varecia_variegata,Varecia_variegata,Frugivore,1098,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,NI,
