"Ref	Cite_in	DOI	Classe	Sous classe	Super ordre	Ordre	Sous ordre	Famille	Genus	Species	Functional_group	Diet_type	Diet_type_ajout	Ref_ajout_diet	C_mean	C_sd	N_mean	N_sd	P_mean	P_sd	P_MinMax	C/N_mean	C/N_sd	C/P_mean	C/P_sd	N/P	DryMass (g)	DryMass_sd (g)	DryMass_ajout	DryMass_sd_ajout	Ref_ajout_DryMass	WetMass (g)	WetMass_ajout	Ref_ajout_WetMass	Body_length(m)	Body_length_sd(m)	C_mean_sample_size	N_mean_sample-size	P_mean_sample_size	Mass_sample_size	Age_Stage(???)	Biome	Biome ajout	Ref biome ajout	Stoichio data source	Body_mass data source	Observation	Agent	Organism_source	Stoichio_analysis	Nitrogen_calc_from_prot	Ratio_method";
"Back_2013		10.1899/12-181.1							Rhagovelia	horeutes	Invert	C			51.1	0.6	11.5	0.15				5.18405797101449					0.000184															Freshwater			moyenne	moyenne	P dispo en fonction pd pr certains des sp 	JS	Field	Whole body	No	molar";
"Back_2013		10.1899/12-181.1							Tabanus		Invert	C			47.9	0.5	11.3	0.1				4.94542772861357					0.0014575															Freshwater			moyenne	moyenne	P dispo en fonction pd pr certains des sp 	JS	Field	Whole body	No	molar";
"Back_2013		10.1899/12-181.1							Chimarra		Invert	C			50	0.66	11	0.17				5.3030303030303					0.0002705															Freshwater			moyenne	moyenne	P dispo en fonction pd pr certains des sp 	JS	Field	Whole body	No	molar";
"Back_2013		10.1899/12-181.1							Stenelmis		Invert	C			54	1.06	11	0.29				5.72727272727273					0.0003905															Freshwater			moyenne	moyenne	P dispo en fonction pd pr certains des sp 	JS	Field	Whole body	No	molar";
"Back_2013		10.1899/12-181.1							Neochoroterpes	nanita	Invert	C			47.4	0.55	10.5	0.13				5.26666666666667					0.0017215															Freshwater			moyenne	moyenne	P dispo en fonction pd pr certains des sp 	JS	Field	Whole body	No	molar";
"Back_2013		10.1899/12-181.1							Baetodes	nermis	Invert	C			56.2	0.61	10.2	0.13				6.4281045751634					0.00085															Freshwater			moyenne	moyenne	P dispo en fonction pd pr certains des sp 	JS	Field	Whole body	No	molar";
"Back_2013		10.1899/12-181.1							Psephenus	texanus	Invert	H			52.8	0.63	9.6	0.13				6.41666666666667					0.00272															Freshwater			moyenne	moyenne	P dispo en fonction pd pr certains des sp 	JS	Field	Whole body	No	molar";
"Bertram_2008		10.1673/031.008.2601							Gryllus	texensis	Invert	O			53.17	3.24	10.37	0.22	0.74	0.17		6.1	1.06	182.74	35.31	30.13			0.13		Bertram_2006										Adult	Grassland			Species mean same study			JS – BA	Field	Multiple bodies	No	molar";
"Bertram_2008		10.1673/031.008.2601							Sabinia	setosa	Invert	H							0.5	0.07							0.000125															Terrestrial			Species mean same study	Species mean same study		BA	Field	Multiple bodies	No	molar";
"Bertram_2008		10.1673/031.008.2601							Sabinia	setosa	Invert	H							0.47	0.08							0.000125															Terrestrial			Species mean same study	Species mean same study		BA	Field	Multiple bodies	No	molar";
"Bertram_2008		10.1673/031.008.2601							Sabinia	setosa	Invert	H							0.67	0.15							0.000125															Terrestrial			Species mean same study	Species mean same study		BA	Field	Multiple bodies	No	molar";
"Back_2008		10.1127/1863-9135/2008/0171-0233							Caenis		Invert	D			48.2		11.7		0.93			4.80626780626781		133.888888888889			1E-05														II	Freshwater						JS	Field	Whole body	No	molar";
"Back_2008		10.1127/1863-9135/2008/0171-0233							Caenis		Invert	D			47		11.7		0.71			4.68660968660969		171.009389671362			1E-05														II	Freshwater						JS	Field	Whole body	No	molar";
"Back_2008		10.1127/1863-9135/2008/0171-0233							Caenis		Invert	D			48.9		12		0.81			4.75416666666667		155.956790123457			7.1E-05														III	Freshwater						JS	Field	Whole body	No	molar";
"Back_2008		10.1127/1863-9135/2008/0171-0233							Caenis		Invert	D			47.2		10.4		0.59			5.2948717948718		206.666666666667			7.1E-05														III	Freshwater						JS	Field	Whole body	No	molar";
"Back_2008		10.1127/1863-9135/2008/0171-0233							Caenis		Invert	D			51.4		12		0.83			4.99722222222222		159.979919678715			0.000289														IV	Freshwater						JS	Field	Whole body	No	molar";
"Back_2008		10.1127/1863-9135/2008/0171-0233							Caenis		Invert	D			50.7		10.8		0.74			5.47685185185185		176.993243243243			0.000289														IV	Freshwater						JS	Field	Whole body	No	molar";
"Back_2008		10.1127/1863-9135/2008/0171-0233							Caenis		Invert	D			53.1		11.5		0.89			5.38695652173913		154.129213483146			0.000461														V	Freshwater						JS	Field	Whole body	No	molar";
"Back_2008		10.1127/1863-9135/2008/0171-0233							Caenis		Invert	D			48.1		10.6		1.17			5.29402515723271		106.203703703704			0.000461														V	Freshwater						JS	Field	Whole body	No	molar";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			47.98449612		16.55542426		1.07226078			2.89841536925784		44.7507705175145		15.4397368272903	0.007832502223747															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			44.96124031		15.43846637		1.16373876			2.91228670146211		38.6351659726901		13.2662646000111	0.009414963981311															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			45.65891473		14.82383407		1.04031744			3.08010157989297		43.8894061312744		14.2493372354296	0.011349331015542															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			47.05426357		13.369956		1.1125896			3.51940302249635		42.2925610116654		12.0169701342322	0.019117466159874															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			45.65891473		13.58981772		1.15505177			3.35978860449986		39.5297561061283		11.7655485982614	0.02911053960028															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			43.56589147		11.94307982		1.08909432			3.64779371107313		40.0019452630355		10.9660656362247	0.029372756327613															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			43.48837209		12.24620993		1.22304585			3.55116989979326		35.55743392164		10.0128788328911	0.040208859355234															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			45.27131783		11.74230044		1.21873933			3.85540448916961		37.1460217899548		9.63479237893287	0.045366562696248															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			45.50387597		11.41631678		1.26294231			3.98586311490091		36.0300509812138		9.03946019784712	0.099293725931209															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			44.65116279		11.30265242		1.17991808			3.95050304406724		37.8425956594739		9.57918402728608	0.104947664750674															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			43.95348837		11.29631678		1.09677438			3.89095748824311		40.0752326926387		10.2995812248604	0.12315432679865															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			42.40310078		9.46923947		1.07303447			4.47798378110959		39.5169976050195		8.82472995362832	0.161096515394737															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			44.34108527		12.29289755		1.0575549			3.60704911886014		41.9279276642025		11.6238859750965	0.226901867706245															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			45.65891473		11.55215588		1.20610991			3.95241504837641		37.8563465450109		9.57802914968694	0.269756875776028															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Boswell_2008		10.1665/1082-6467-17.2.307							Schistocerca	americana	Invert	H			44.96124031		11.09531113		1.13280237			4.05227395637895		39.6902775240826		9.79456916075566	0.378940122447647															Grassland			digitized from paper	digitized from paper		BA	Laboratory-reared	Whole body	No	mass";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			0.71										2.7E-07	3E-08													N II	Freshwater				moyenne		BA	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			0.73	0.32	0.75	0.15						2.23	3.9E-07	1E-08							0.00019						N III	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			0.92	0.15	0.96	0.27						2.4	5.9E-07	6E-08							0.000245						N IV	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			1.34	0.32	0.95	0.32						3.22	8.7E-07	8E-08							0.0003						N V	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			3.28	0.1	1.19	0.17						5.01	1.3E-06	1.9E-07							0.00036						N VI	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			4.37	1.82	0.95	0.03						8.18	1.29E-06	2.2E-07							0.0004375						C I	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			5.84	1.36	1.11	0.15						11.15	1.81E-06	5.6E-07							0.0005875						C II	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			5.57	2.12	0.81	0.17						15.21	2.7E-06	9.3E-07							0.0007						C III	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			5.54	1.47	0.73	0.06						16.42	3.91E-06	7.6E-07							0.0007875						C IV	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			5.3	0.86	0.63	0.07						17.57	4.6E-06	6.2E-07							0.0008875						C V	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			4.4	0.79	1.14	0.11						9.44	2.3E-05	1.41E-06														Freshwater			moyenne	moyenne		BA	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			5.22	1.86	0.51	0.12						24.76	1.407E-05	3.3E-07													Adult female	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			5.27	0.74	0.43	0.18						26.16	2.607E-05	2.02E-06													Adult male	Freshwater			moyenne	moyenne		JS	Field	Multiple bodies	No	molar";
"Carrillo_2002		10.1093/plankt/23.5.538							Mixodiaptomus	laciniatus	Invert		H	Vera_2012			5.54	1.24	0.69							20.87	2.698E-05	8E-08													Adult female with eggs	Freshwater			moyenne pour N seulement	moyenne		BA	Field	Multiple bodies	No	molar";
"Chen_2018		10.1016/j.dsr.2018.10.003							Pleuromamma		Invert		O	Benedetii_2016								3.91	0.44	127.58	15.89	32.6			0.000479		Omori_1978											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Euchirella		Invert		O	Benedetii_2016								4.83	0.28	148.15	7.64	30.77			0.002137033333333		Mizdalski_1988											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Euchaeta		Invert		C	Benedetii_2016								4.37	0.08	137.85	16.67	31.48			0.001943333333333		Yen_1983 et Yen_1987 et Dagg_1972 (mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Scolecithrix		Invert		O	Benedetii_2016								4.32	0.14	162.46	7.9	37.59			0.081956		Ivleva_1980											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Euphausia		Invert		H	Hamner_1983								4.25	0.1	91.96	20.68	21.72			0.050940976811594		Ikeda database (mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003					Hyperiidea				Invert		D	Bowman_1973								5.15	0.3	70.24	11.41	13.78			0.014594515833333		Vanni (order mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Sagitta	ferox	Invert		C	Kimmerer_1984								4.34	0.14	140.95	19.73	32.43			0.00069493		Pearre_1981											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Sagitta	enflata	Invert		C	Kimmerer_1984								4.29	0.21	168.81	30.72	39.13			0.00069493		Pearre_1981											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Cosmocalanus		Invert		H	Tseng_2008								4.14	0.23	176.53	25.68	42.94			5.17E-05		Ikeda database 											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Undinula		Invert		O	Park_1993								4.17	0.1	197.32	14	47.41			0.000175823529412		Ikeda database (mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Eucalanus		Invert		O	Kleppel_1996								4.42	0.09	145.82	23.39	32.97			0.000117141428571		Ikeda database (mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Candacia		Invert		C	Benedetii_2016								4.26	0.17	160.6	27.54	37.75			0.000103		Ikeda database 											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Corycaeus		Invert		C	Benedetii_2016								4.38	0.21	209.08	21.47	48.67			2.9E-05		Ikeda database (mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Oncaea		Invert		H	Metz_1998								4.59	0.25	249.37	103.94	53.93			2.9E-05		Vanni (order mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Pareucalanus		Invert		O	Benedetii_2016								4.26	0.11	113.74	9.91	26.71			8.64547169811321E-05		Vanni (familly mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Lucifer		Invert		O	Zimmerman_1973								4.96	0.4	63.46	8.63	12.9			1.36923076923077E-05		Ikeda database (mea)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Pleuromamma		Invert		O	Benedetii_2016								4.64	0.46	209.06	40.49	45.32			0.000479		Omori_1978											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Euchirella		Invert		O	Benedetii_2016								4.13	0.79	177.34	25.78	40.52			0.002137033333333		Mizdalski_1988											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Undeuchaeta		Invert		C	Halcorsen_2001								3.52		337.33		95.77			0.000645		Gaudy_1983											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Euchaeta		Invert		C	Benedetii_2016								4.84	1.48	181.48	58.13	37.42			0.001943333333333		Yen_1983 et Yen_1987 et Dagg_1972 (mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Scaphocalanus		Invert		O	Benedetii_2016								4.03		104.38		25.91			0.000231480476056		Vanni (order mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003			Eucarida 						Invert											6.68	3.29	122.32	45.04	18.94																Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003					Hyperiidea				Invert		D	Bowman_1973								4.3		121.58		28.28			0.014594515833333		Vanni (order mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003		Myodocopa							Invert											5.87	1.46	262.03	87.04	3.87																Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Sagitta		Invert		C	Kimmerer_1984								4.64	0.28	260.06	47	56.53			0.00069493		Pearre_1981											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Haloptilus		Invert		C	Benedetii_2016								5.39	0.79	321.57	50.9	59.65			0.00060445		Mizdalski_1988											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Heterorhabdus		Invert		C	Benedetii_2016								4.69	0.42	347.82	125.11	73.04			0.000179391666667		Mizdalski_1988											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Nullosetigera		Invert		C	Soh_1999								6.88		243.34		35.35			0.000231480476056		Vanni (order mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Lucicutia		Invert		O	Benedetii_2016								5.39		317.12		58.82			0.000231480476056		Vanni (order mean)											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Disseta		Invert		O	Ohtsuka_1997								7.82		380.52		48.64			0.001945		Lee_1973											Marine						JS	Field	Multiple bodies	No	unspecified";
"Chen_2018		10.1016/j.dsr.2018.10.003							Scottocalanus		Invert		O	Schnack_1989								7.61		136.37		17.96			0.00102		Lee_1974											Marine						JS	Field	Multiple bodies	No	unspecified";
"Clarke_2008		10.3354/meps07670							Parborlasia	corrugatus	Invert	C			48.7	0.16	13.6	0.06	1.21	0.02		4.17769607843137	0.02	103.973829201102	1.43				1.424		Clarke_1997											Marine					drymass_ajout_=_mean_study	JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670							Parborlasia	corrugatus	Invert	C			48.8	0.5	13.5	0.09	1.12	1.19		4.21728395061728	0.05	112.559523809524	1.52				1.424		Clarke_1997											Marine					drymass_ajout_=_mean_study	JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670							Nacella	concinna	Invert	H			48.8	0.97	10.6	0.3	1.03	0.15		5.37106918238994	0.13	122.394822006472	4.87				0.46746511627907		Clarke et al 1994											Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670							Nacella	concinna	Invert	H			49.5	1	12.6	0.24	0.34	0.25		4.58333333333333	0.05	376.102941176471	2.22				0.46746511627907		Clarke et al 1994											Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670							Nacella	concinna	Invert	H			49.4	4.86	12.6	0.18	0.07	0.15		4.57407407407407	0.03	1823.09523809524	2.96				0.46746511627907		Clarke et al 1994											Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670				Terebellida		Flabelligeridae	Flabelligera	mundata	Invert	D			51.1	2.71	11.3	0.61	0.95	0.06		5.27581120943953	0.11	138.956140350877	10.9																	Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670				Canalipalpata		Terebellidae	Thelepus	cincinnatus	Invert	C			52.1	0.7	10.9	0.15	1.03	0.03		5.57645259938838	0.09	130.671521035599	3.42																	Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670				Canalipalpata		Terebellidae	Thelepus	cincinnatus	Invert	C			53.1	0.75	11.2	0.2	1.01	0.05		5.53125	0.09	135.816831683168	5.15																	Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670							Odontaster	validus	Invert	O			49.5	1.08	12.6	0.4	0.77	0.06		4.58333333333333	0.07	166.071428571429	16.4				1.71		Peck_2008											Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670							Odontaster	validus	Invert	O			50.7	0.91	11.5	0.22	0.74	0.05		5.14347826086957	0.03	176.993243243243	18.1				1.71		Peck_2008											Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670				Dendrochirotida		Cucumariidae	Heterocucumis	steineni	Invert	C			55.5	1.01	9.8	0.26	0.81	0.05		6.60714285714286	0.12	177.006172839506	12.6																	Marine						JS	Field	Body part	No	molar";
"Clarke_2008		10.3354/meps07670				Dendrochirotida		Cucumariidae	Heterocucumis	steineni	Invert	C			59.5	2.93	10.4	0.75	0.68	0.02		6.67467948717949	0.28	226.041666666667	6.89																	Marine						JS	Field	Body part	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Atherina	presbyter	Fish	C			45.5	0.2	11	0.1	2.3	0.1		4.82575757575758		51.1050724637681			3.03								0.82							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Engraulis	encrasicolus	Fish	C			46	1.1	12.3	0.2	2	0.2		4.36314363143632		59.4166666666667			7.5								0.075							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Sprattus	sprattus	Fish	C			45.5	1.2	12.7	0.1	2.5	0.1		4.17979002624672		47.0166666666667			3								0.08							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Sardina	pilchardus	Fish	C			46.3	0.4	12.1	0.1	2	0.1		4.46418732782369		59.8041666666667			17								0.16							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Benthosema	glaciale	Fish	C			47.5	1.9	9.8	0.2	2	0.2		5.6547619047619		61.3541666666667			1.5								0.045							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Argentina	sphyraena	Fish	C			42.3	0.8	12.2	0.1	2.2	0.1		4.04508196721311		49.6704545454545			10								0.1							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Gadiculus	argenteus	Fish	C			42.4	0.6	11.6	0.1	2.3	0.1		4.26436781609196		47.6231884057971			7.5								0.075							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Merluccius	merluccius	Fish	C			42.9	0.6	13.4	0.1	2.9	0.2		3.73507462686567		38.2155172413793			30								0.175							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Spondyliosoma	cantharus	Fish	O			42	1	10.5	0.1	2.9	0.2		4.66666666666667		37.4137931034483			10								0.075							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Trachurus	trachurus	Fish	C			42.8	0.6	11.5	0.1	2.4	0.1		4.34202898550725		46.0694444444444			10								0.075							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Capros	aper	Fish	O			43.8	1.4	7.1	0.1	3.5	0.2		7.19718309859155		32.3285714285714			34.5								0.12							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Scomber	japonicus	Fish	C			41.4	0.1	13	0	3.8	0.1		3.71538461538462		28.1447368421053			21.5								0.14							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Scomber	scombrus	Fish	C			16.8	0.5	11.7	0.1	2	0.1		1.67521367521368		21.7			35								0.18							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Argyropelecus	olfersii	Fish	C			38.8	0.7	11	0.1	3.6	0.1		4.11515151515152		27.8425925925926			5								0.075							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Liza	aurata	Fish	O			41.9	0.5	10.6	0.1	3.4	0.1		4.61163522012579		31.8357843137255			1.5								0.045							Marine			moyennne	moyennne		JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Bidyanus	bidyanus	Fish		O	Allan_2002			7.6	0.1	1.9	0.1									9.15		Stone_2000											Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Cirrhinus	mrigala	Fish		O	Das_2014	48.6	0.5	8.7	0.1	1.9	0.1		6.51724137931035		66.0789473684211					12.5190765562914		Vanni (familly mean)											Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Pelteobagrus	fulvidraco	Fish		C	Ye_2006			8.7	0.1	0.8	0.1									42.3		Liu_2018											Freshwater						JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Chanos	chanos	Fish		H	Hiatt_1947	46.2	0.6	9.6	0.1	2	0.1		5.61458333333334		59.675					0.00177		Segner_1990											Marine						JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Dicentrarchus	labrax	Fish		C	Sanchez-Vazquez_1995	58.2	1.2	6.8	0.1	1.5	0.1		9.98529411764706		100.233333333333					0.0063		Merchie_1995											Marine						JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Gadus	morhua	Fish		C	Brawn_1969	50.5	0.5	9.3	0.1	1.5	0.1		6.33512544802867		86.9722222222222					99.86		Dawson_1980											Marine						JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Lates	calcarifer	Fish		C	Davis_1985			10.7	0.1	3.3	0.2									14.85125		Vanni_2017_(genus_mean)											Marine						JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Melanogrammus	aeglefinus	Fish		C	Jones_1978			9.3	0.2											538		McCoy_and_Gillooli_2008											Marine						JS	Field	Whole body (gutted)	No	molar";
"Czamanski_2011		10.1007/s00227-011-1783-7							Oncorhynchus	mykiss	Fish		C	McManamay et al 2011	56.7	0.9	8.7	0.2	1.3	0.1		7.60344827586207		112.673076923077					7.37454545454546		McManamay et al 2011											Freshwater						JS	Field	Whole body (gutted)	No	molar";
