Credit;Reference;doi;Class;Subclass;Superorder;Order;Suborder;Family;Genus;Species;Species_binomial;Group;Diet_full;Functional_group;Habitat;Mass_dry_full;Mass_log10;C_mean;N_mean;P_mean;CN_ratio;CP_ratio;NP_ratio;Organism_source;Stoichio_analysis;Nitrogen_calc_from_prot;Staff
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Nematocera;Culicidae;Aedes;NA;Aedes;Invert;C;Invert C;Terrestrial;0,00056;-3,251811973;48,65;9,18;1,73;6,19;82,19;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Nematocera;Culicidae;Anopheles;NA;Anopheles;Invert;C;Invert C;Terrestrial;0,00094;-3,026872146;47,63;10,1;1,54;5,52;90,08;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Dolichopodidae;Dolichopus;plumipes;Dolichopus plumipes;Invert;C;Invert C;Terrestrial;0,00126;-2,899629455;47,47;11;0,79;5,05;175,4;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Dolichopodidae;Dolichopus;NA;Dolichopus;Invert;C;Invert C;Terrestrial;0,00208;-2,681936665;47,46;10,8;0,93;5,11;149,1;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Empididae;Clinocerinae;NA;Clinocerinae;Invert;C;Invert C;Terrestrial;0,00017;-3,769551079;49,03;11,8;1,13;4,86;126;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Empididae;Empis;opaca;Empis opaca;Invert;C;Invert C;Terrestrial;0,00543;-2,26520017;NA;NA;0,57;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Empididae;Empis;stercorea;Empis stercorea;Invert;C;Invert C;Terrestrial;0,00194;-2,71219827;46,02;11,9;1,09;4,5;122;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Empididae;Empis;livida;Empis livida;Invert;C;Invert C;Terrestrial;0,00461;-2,336299075;44,17;9,85;0,61;5,23;212,5;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Empididae;Empis;pennipes;Empis pennipes;Invert;C;Invert C;Terrestrial;0,00042;-3,37675071;48,35;13,8;NA;4,1;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Empididae;Empis;tessellata;Empis tessellata;Invert;C;Invert C;Terrestrial;0,00227;-2,643974143;46,98;11,2;NA;4,9;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Empididae;Rhamphomyia;NA;Rhamphomyia;Invert;C;Invert C;Terrestrial;0,00249;-2,603800653;NA;NA;0,77;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Hybotidae;Tachydromia;NA;Tachydromia;Invert;C;Invert C;Terrestrial;0,00013;-3,886056648;NA;NA;1,16;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Hybotidae;Tachypeza;NA;Tachypeza;Invert;C;Invert C;Terrestrial;0,00088;-3,055517328;NA;NA;0,79;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Caenia;fumosa;Caenia fumosa;Invert;D;Invert D;Terrestrial;0,00113;-2,946921557;46,11;6,64;1,11;8,1;120;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Ornithomyia;chloropus;Ornithomyia chloropus;Invert;C;Invert C;Terrestrial;0,00375;-2,425968732;47,18;11,1;NA;4,94;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Hybotidae;Hybos;femoratus;Hybos femoratus;Invert;C;Invert C;Terrestrial;0,00044;-3,356547324;46,44;11,2;NA;4,85;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Lauxaniidae;Lauxania;cylindricornis;Lauxania cylindricornis;Invert;D;Invert D;Terrestrial;0,00071;-3,148741651;47,36;11;1,22;5;113,4;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Lauxaniidae;Sapromyza;NA;Sapromyza;Invert;D;Invert D;Terrestrial;0,00018;-3,744727495;34,75;7,86;1,2;5,16;84,32;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Nematocera;Limoniidae;Epiphragma;ocellare;Epiphragma ocellare;Invert;D;Invert D;Terrestrial;0,0028;-2,552841969;47,75;10,3;0,7;5,42;199,3;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Limonia;NA;Limonia;Invert;D;Invert D;Terrestrial;0,00105;-2,978810701;49,55;11,4;0,99;5,08;146,5;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Limonia;quadrionotula;Limonia quadrionotula;Invert;D;Invert D;Terrestrial;0,00539;-2,268411235;NA;NA;0,43;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Limonia;sexpunctata;Limonia sexpunctata;Invert;D;Invert D;Terrestrial;0,00173;-2,761953897;NA;NA;1;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Limnophila;ferruginea;Limnophila ferruginea;Invert;D;Invert D;Terrestrial;0,00273;-2,563837353;47,66;12,5;1,02;4,43;136,2;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;Lonchopteridae ;NA;NA;NA;Invert;H;Invert H;Terrestrial;0,00028;-3,552841969;NA;NA;0,92;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Micropezidae;Calobata;NA;Calobata;Invert;C;Invert C;Terrestrial;0,00047;-3,327902142;46,89;9,41;1,3;5,81;104,9;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Micropezidae;Calobata;NA;Calobata;Invert;C;Invert C;Terrestrial;0,00195;-2,709965389;44,3;10,9;NA;4,75;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Muscidae;Coenosia;NA;Coenosia;Invert;D;Invert D;Terrestrial;0,00028;-3,552841969;49,96;11,5;0,65;5,08;223,2;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Muscidae;Lispocephala;erythrocera;Lispocephala erythrocera;Invert;D;Invert D;Terrestrial;0,00116;-2,935542011;NA;NA;1,03;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Muscidae;Mesembrina;meridiana;Mesembrina meridiana;Invert;D;Invert D;Terrestrial;0,02575;-1,589222767;NA;NA;0,93;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Muscidae;Musca;domestica;Musca domestica;Invert;D;Invert D;Terrestrial;0,00854;-2,068542129;NA;NA;0,31;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Orthellia;caesarion;Orthellia caesarion;Invert;D;Invert D;Terrestrial;0,00434;-2,36251027;NA;NA;0,76;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Muscidae;Phaonia;NA;Phaonia;Invert;D;Invert D;Terrestrial;0,01391;-1,85667287;45,65;12,3;0,91;4,34;145,7;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Opomyzidae;Opomyza;florum;Opomyza florum;Invert;H;Invert H;Terrestrial;0,00094;-3,026872146;51,31;10,3;0,68;5,8;219,3;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;Pipunculidae;NA;NA;NA;Invert;H;Invert H;Terrestrial;8,00E-04;-3,096910013;40,31;7,83;0,86;6,01;136;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Psilidae;Psila;NA;Psila;Invert;H;Invert H;Terrestrial;4,00E-04;-3,397940009;NA;NA;1,2;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;Psychodidae;NA;NA;NA;Invert;D;Invert D;Terrestrial;0,00015;-3,823908741;NA;NA;1,54;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Rhagionidae;Chrysopilus;auratus;Chrysopilus auratus;Invert;H;Invert H;Terrestrial;0,00192;-2,716698771;NA;NA;1,05;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Rhagionidae;Rhagio;notatus;Rhagio notatus;Invert;H;Invert H;Terrestrial;0,00092;-3,036212173;43,89;9,53;1,03;5,37;123,8;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Rhinophoridae;Paykullia;maculata;Paykullia maculata;Invert;H;Invert H;Terrestrial;0,0031;-2,508638306;40,12;9,01;0,72;5,19;162,6;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Rhinophoridae;Rhinophora;lepida;Rhinophora lepida;Invert;H;Invert H;Terrestrial;0,00269;-2,57024772;37,07;7,41;0,74;5,84;146,6;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;Sarcophagidae;NA;NA;NA;Invert;D;Invert D;Terrestrial;0,01313;-1,881735274;NA;NA;0,87;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Scatophaga;stercoraria;Scatophaga stercoraria;Invert;C;Invert C;Terrestrial;0,01098;-1,95939766;44,41;10,7;0,73;4,82;178;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;Scatopsidae;NA;NA;NA;Invert;H;Invert H;Terrestrial;0,00029;-3,537602002;43,61;11,5;0,59;4,41;215,2;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Nematocera;Sciaridae;Bradysia;nitidicollis;Bradysia nitidicollis;Invert;D;Invert D;Terrestrial;0,00029;-3,537602002;48,26;11,3;1,48;4,99;95,28;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Sciomyzidae;Dictya;umbrarum;Dictya umbrarum;Invert;C;Invert C;Terrestrial;0,00249;-2,603800653;50,67;11;NA;5,35;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Sciomyzidae;Pherbina;coryleti;Pherbina coryleti;Invert;C;Invert C;Terrestrial;0,00552;-2,258060922;NA;NA;0,28;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Sciomyzidae;Tetanocera;robusta;Tetanocera robusta;Invert;C;Invert C;Terrestrial;0,00417;-2,379863945;41,37;11,4;0,43;4,25;283,3;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Sciomyzidae;Trypetoptera;punctulata;Trypetoptera punctulata;Invert;C;Invert C;Terrestrial;0,00146;-2,835647144;NA;NA;0,85;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Sepsidae;Sepsis;NA;Sepsis;Invert;D;Invert D;Terrestrial;0,00045;-3,346787486;NA;NA;0,76;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Sepsidae;Themira;leachi;Themira leachi;Invert;D;Invert D;Terrestrial;8,00E-04;-3,096910013;NA;NA;0,97;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Nematocera;Chironomidae;Chilenomyia;NA;Chilenomyia;Invert;H;Invert H;Terrestrial;0,00321;-2,493494968;45,46;9,15;NA;5,79;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Stratiomyidae;Microchrysa;NA;Microchrysa;Invert;H;Invert H;Terrestrial;0,00093;-3,031517051;NA;NA;0,94;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Stratiomyidae;Nemotelus;pantherinus;Nemotelus pantherinus;Invert;H;Invert H;Terrestrial;0,00114;-2,943095149;40,51;10,1;0,87;4,7;136,2;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Baccha;elongata;Baccha elongata;Invert;H;Invert H;Terrestrial;0,00074;-3,13076828;NA;NA;1,11;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Cheilosia;scutellata;Cheilosia scutellata;Invert;H;Invert H;Terrestrial;0,00419;-2,377785977;46,43;12,1;0,64;4,49;212,8;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Cheilosia;variabilis;Cheilosia variabilis;Invert;H;Invert H;Terrestrial;0,00239;-2,621602099;45,85;9,7;NA;5,51;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Chrysotoxum;arcuatum;Chrysotoxum arcuatum;Invert;H;Invert H;Terrestrial;0,01642;-1,784626847;49,94;8,8;0,6;6,62;244,2;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Eristalis;cryptarum;Eristalis cryptarum;Invert;H;Invert H;Terrestrial;0,02091;-1,679645967;48,12;9,89;0,55;5,69;253,8;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Episyrphus;balteatus;Episyrphus balteatus;Invert;H;Invert H;Terrestrial;0,00477;-2,321481621;NA;NA;0,49;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Eristalinus;sepulchralis;Eristalinus sepulchralis;Invert;H;Invert H;Terrestrial;0,00425;-2,37161107;49,56;9,75;0,54;5,93;267,2;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Eumerus;strigatus;Eumerus strigatus;Invert;H;Invert H;Terrestrial;0,00333;-2,477555766;NA;NA;0,81;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Metasyrphus;NA;Metasyrphus;Invert;H;Invert H;Terrestrial;0,00314;-2,503070352;48,04;9,5;NA;5,9;214,2;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Myathropa;florea;Myathropa florea;Invert;H;Invert H;Terrestrial;0,03423;-1,465593101;48,18;10,6;0,64;5,28;219;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Platycheirus;fulviventris;Platycheirus fulviventris;Invert;H;Invert H;Terrestrial;0,00114;-2,943095149;48,94;10,5;1,18;5,42;121;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Rhingia;campestris;Rhingia campestris;Invert;H;Invert H;Terrestrial;0,00675;-2,170696227;NA;NA;0,83;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Syrphus;ribesii;Syrphus ribesii;Invert;H;Invert H;Terrestrial;0,00498;-2,302770657;47,22;7,26;0,63;7,59;217,7;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Volucella;pellucens;Volucella pellucens;Invert;H;Invert H;Terrestrial;0,0304;-1,517126416;43,58;8,21;0,7;6,2;181,3;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Xylota;florum;Xylota florum;Invert;H;Invert H;Terrestrial;0,00669;-2,174573882;42,14;10,4;0,58;4,72;211,4;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Syrphidae;Xylota;caeruleiventris;Xylota caeruleiventris;Invert;H;Invert H;Terrestrial;0,00947;-2,023650021;NA;NA;0,38;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Tabanidae;Haematopota;pluvialis;Haematopota pluvialis;Invert;C;Invert C;Terrestrial;0,00363;-2,440093375;NA;NA;1,14;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Tachinidae;Eriothrix;rufomaculatus;Eriothrix rufomaculatus;Invert;H;Invert H;Terrestrial;0,00506;-2,295849483;45,39;10,6;0,76;4,98;174,3;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Tachinidae;Mintho;rufiventris;Mintho rufiventris;Invert;H;Invert H;Terrestrial;0,00404;-2,393618635;NA;NA;0,42;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Tephritidae;Tephritis;dilacerata;Tephritis dilacerata;Invert;H;Invert H;Terrestrial;0,00088;-3,055517328;52,03;11,2;0,71;5,4;212,9;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Brachycera;Tephritidae;Urophora;stylata;Urophora stylata;Invert;H;Invert H;Terrestrial;0,00141;-2,850780887;NA;NA;1,12;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Thereva;latistratia;Thereva latistratia;Invert;H;Invert H;Terrestrial;0,0048;-2,318758763;45,97;9,32;0,58;5,75;231,7;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Thereva;annulata;Thereva annulata;Invert;H;Invert H;Terrestrial;0,00698;-2,156144577;41,81;9,16;0,43;5,33;283,4;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Nephrotoma;maculata;Nephrotoma maculata;Invert;D;Invert D;Terrestrial;0,00515;-2,288192771;NA;NA;0,75;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Nematocera;Tipulidae;Tipula;luna;Tipula luna;Invert;D;Invert D;Terrestrial;0,03053;-1,515273196;47,41;12,4;0,66;4,46;210,5;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Nematocera;Tipulidae;Tipula;lateralis;Tipula lateralis;Invert;D;Invert D;Terrestrial;0,00518;-2,28567024;NA;NA;0,61;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;Insecta;Pterygota;NA;Diptera;Nematocera;Tipulidae;Tipula;vittata;Tipula vittata;Invert;D;Invert D;Terrestrial;0,01295;-1,887730232;NA;NA;0,72;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Ula;macroptera;Ula macroptera;Invert;D;Invert D;Terrestrial;0,00101;-2,995678626;NA;NA;0,96;NA;NA;NA;Field;Whole body;No;JS
Hamback_2009;NA;10.1111/j.1600-0706.2008.17177.x;NA;NA;NA;NA;NA;NA;Ortalis;urticae;Ortalis urticae;Invert;H;Invert H;Terrestrial;0,00327;-2,485452247;NA;NA;0,71;NA;NA;NA;Field;Whole body;No;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Coleoptera;Polyphaga;Mordellidae;Mordellistena;NA;Mordellistena;Invert;H;Invert H;Terrestrial;NA;NA;NA;9,7;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Hemiptera;Heteroptera;Miridae;Lygus;lineolaris;Lygus lineolaris;Invert;H;Invert H;Terrestrial;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;NA;NA;NA;NA;NA;Psyllidae;NA;NA;NA;Invert;H;Invert H;Terrestrial;NA;NA;NA;10,6;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Lepidoptera;Glossata;Erebidae;Hyphantria;cunea;Hyphantria cunea;Invert;H;Invert H;Terrestrial;NA;NA;NA;7,9;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Lepidoptera;Glossata;Lymantriidae;Lymantria;dispar;Lymantria dispar;Invert;H;Invert H;Terrestrial;NA;NA;NA;9,5;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Lepidoptera;Glossata;Lymantriidae;Lymantria;monacha;Lymantria monacha;Invert;H;Invert H;Terrestrial;NA;NA;NA;9,3;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Lepidoptera;Glossata;Saturniidae;Callosamia;promethea;Callosamia promethea;Invert;H;Invert H;Terrestrial;NA;NA;NA;8,8;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Lepidoptera;Glossata;Saturniidae;Hyalophora;cecropia;Hyalophora cecropia;Invert;H;Invert H;Terrestrial;NA;NA;NA;9;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Lepidoptera;Glossata;Sphingidae;Manduca;sexta;Manduca sexta;Invert;H;Invert H;Terrestrial;NA;NA;NA;9,5;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Lepidoptera;Glossata;Sphingidae;Sphinx;NA;Sphinx;Invert;H;Invert H;Terrestrial;NA;NA;NA;8,2;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Orthoptera;Caelifera;Acrididae;Encoptolophus;sordidus;Encoptolophus sordidus;Invert;H;Invert H;Terrestrial;NA;NA;NA;11,3;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Orthoptera;Caelifera;Acrididae;Melanoplus;angustipennis;Melanoplus angustipennis;Invert;H;Invert H;Terrestrial;NA;NA;NA;11,8;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Orthoptera;Caelifera;Acrididae;Melanoplus;dawsoni;Melanoplus dawsoni;Invert;H;Invert H;Terrestrial;NA;NA;NA;12,6;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Orthoptera;Caelifera;Acrididae;Melanoplus;femurrubrum;Melanoplus femurrubrum;Invert;H;Invert H;Terrestrial;NA;NA;NA;11,4;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Orthoptera;Caelifera;Acrididae;Melanoplus;packardii;Melanoplus packardii;Invert;H;Invert H;Terrestrial;NA;NA;NA;11;NA;NA;NA;NA;NA;NA;NA;JS
Fagan_2002;NA;10.1086/343879;Insecta;Pterygota;NA;Orthoptera;Caelifera;Acrididae;Melanoplus;NA;Melanoplus;Invert;H;Invert H;Terrestrial;NA;NA;NA;12;NA;NA;NA;NA;NA;NA;NA;JS
